name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj
1018	ENSMUST00000184554.7	chr20_43914702_43915001_+@TOX2_ENSMUST00000109428.8:Tox2	121	138	510	527	18	0.83333	47	103	54	492	54	0.7037	-14.31	0.00159	0.0044
1019	ENSMUST00000184554.7	chr4_186144779_186145036_+@FAM149A_ENSMUST00000155230.1:Fam149a	55	68	866	879	14	0.92857	42	41	42	852	42	0.82143	-14.3	0.00172	0.00465
1020	ENSMUST00000184554.7	chr4_16226321_16226620_-@TAPT1_ENSMUST00000199374.4:Tapt1	94	103	612	621	10	1	40	84	30	602	30	0.81667	-14.3	2.74e-08	2.08e-06
1021	ENSMUST00000184554.7	chr12_67648610_67648909_+@DYRK2_ENSMUST00000004281.9:Dyrk2	122	143	734	755	22	0.77273	50	100	66	712	66	0.78788	-14.29	1.38e-06	3.28e-05
1022	ENSMUST00000184554.7	chr17_42536111_42536410_+@NAGLU_ENSMUST00000001802.9:Naglu	708	723	877	892	16	0.8125	43	692	48	861	48	0.47917	-14.29	0.000976	0.00315
1023	ENSMUST00000184554.7	chr15_41660281_41660580_+@MGA_ENSMUST00000156510.1:Mga	436	446	311	321	11	0.81818	36	425	33	300	33	0.5303	-14.28	0.00173	0.00466
1024	ENSMUST00000184554.7	chr12_57846561_57846827_-@CTDSP2_ENSMUST00000219917.1:Ctdsp2	74	117	833	877	45	0.68889	66	29	134	788	135	0.7881	-14.28	9.12e-06	0.000115
1025	ENSMUST00000184554.7	chr22_29306910_29307209_+@GAS2L1_ENSMUST00000109895.1:Gas2l1	3	24	792	813	22	0.72727	45	1	46	770	66	0.77679	-14.28	0.00238	0.00597
1026	ENSMUST00000184554.7	chr22_39532598_39532897_-@RPS19BP1_ENSMUST00000230189.1:Rps19bp1	365	384	395	414	20	0.7	41	345	60	375	60	0.48333	-14.27	0.00876	0.0165
1027	ENSMUST00000184554.7	chr7_90211590_90211813_+@STEAP2_ENSMUST00000015797.10:Steap2	23	49	854	879	27	0.77778	55	1	76	827	80	0.78205	-14.26	0.00697	0.014
1028	ENSMUST00000184554.7	chr16_67842183_67842444_+@THAP11_ENSMUST00000040445.8:Thap11	132	155	205	228	24	0.75	55	108	72	181	72	0.75	-14.26	0.000614	0.0022
1029	ENSMUST00000184554.7	chr4_165207450_165207638_+@KLHL2_ENSMUST00000210166.1:Klhl2	30	38	688	696	9	1	36	21	27	679	27	0.90741	-14.26	1.63e-05	0.000164
1030	ENSMUST00000184554.7	chr10_122461540_122461598_+@HTRA1_ENSMUST00000006367.7:Htra1	177	197	154	174	21	0.80952	49	156	63	133	63	0.70635	-14.26	5.44e-05	0.000386
1031	ENSMUST00000184554.7	chr1_224434644_224434943_-@WDR26_ENSMUST00000162819.8:Wdr26	191	201	758	768	11	0.81818	38	180	33	747	33	0.81818	-14.25	1.25e-06	3.07e-05
1032	ENSMUST00000184554.7	chr9_130043194_130043369_-@FNBP1_ENSMUST00000113562.8:Fnbp1	120	145	479	504	26	0.69231	38	94	78	453	78	0.80128	-14.25	1.53e-05	0.00016
1033	ENSMUST00000184554.7	chr11_819422_819721_+@PNPLA2_ENSMUST00000164924.7:Pnpla2	171	198	127	155	29	0.72414	41	142	86	98	87	0.65318	-14.24	7.06e-05	0.000461
1034	ENSMUST00000184554.7	chr19_33373582_33373881_+@CEBPG_ENSMUST00000130491.2:Cebpg	122	130	819	827	9	1	36	113	27	810	27	0.87037	-14.24	4.49e-05	0.000343
1035	ENSMUST00000184554.7	chr8_143990079_143990122_+@GRINA_ENSMUST00000229380.1:Grina	128	142	106	120	15	0.86667	45	113	45	91	45	0.76667	-14.24	0.00242	0.00605
1036	ENSMUST00000184554.7	chr2_24491134_24491422_+@NCOA1_ENSMUST00000085814.4:Ncoa1	132	145	381	394	14	0.85714	41	118	42	367	42	0.79762	-14.23	7.5e-09	9.64e-07
1037	ENSMUST00000184554.7	chr18_9475366_9475665_+@RALBP1_ENSMUST00000024905.10:Ralbp1	27	38	468	479	12	0.91667	43	15	36	456	36	0.77778	-14.23	3.91e-06	6.13e-05
1038	ENSMUST00000184554.7	chrX_48575456_48575755_+@RBM3_ENSMUST00000155599.1:Rbm3	124	134	386	396	11	0.81818	36	113	33	375	33	0.65152	-14.23	0.00534	0.0114
1039	ENSMUST00000184554.7	chr15_72272599_72272791_-@PARP6_ENSMUST00000050483.14:Parp6	27	42	740	755	16	0.6875	38	11	48	724	48	0.64583	-14.23	2.63e-05	0.000235
1040	ENSMUST00000184554.7	chr15_72272404_72272598_-@PARP6_ENSMUST00000214984.1:Parp6	27	42	646	661	16	0.6875	38	11	48	630	48	0.64583	-14.23	0.000569	0.00207
1041	ENSMUST00000184554.7	chr3_49166171_49166470_-@CCDC71_ENSMUST00000193269.1:Ccdc71	70	83	286	299	14	0.78571	38	56	42	272	42	0.7381	-14.22	0.00276	0.00675
1042	ENSMUST00000184554.7	chr22_28800387_28800553_-@XBP1_ENSMUST00000145588.1:Xbp1	66	93	1	29	29	0.68966	40	37	86	1	58	0.79167	-14.22	0.00147	0.00418
1043	ENSMUST00000184554.7	chr8_21919517_21919707_+@XPO7_ENSMUST00000167242.7:Xpo7	100	109	98	107	10	1	38	90	30	88	30	0.68333	-14.22	0.00107	0.00334
1044	ENSMUST00000184554.7	chr14_35826431_35826606_+@BRMS1L_ENSMUST00000219337.1:Brms1l	124	133	345	354	10	1	38	114	30	335	30	0.8	-14.22	0.00127	0.00375
1045	ENSMUST00000184554.7	chr4_77157067_77157210_+@CCNG2_ENSMUST00000152097.1:Ccng2	25	44	216	235	20	0.8	43	5	60	196	60	0.78333	-14.21	0.00159	0.0044
1046	ENSMUST00000184554.7	chr1_19644163_19644462_+@NBL1_ENSMUST00000132900.1:Nbl1	17	32	827	843	17	0.82353	38	1	49	810	51	0.81	-14.21	0.000162	0.00085
1047	ENSMUST00000184554.7	chr18_79400149_79400448_+@NFATC1_ENSMUST00000236310.1:Nfatc1	136	147	833	844	12	1	46	124	36	821	36	0.84722	-14.21	0.000313	0.00134
1048	ENSMUST00000184554.7	chr4_77157211_77157392_+@CCNG2_ENSMUST00000130183.7:Ccng2	25	44	166	185	20	0.8	43	5	60	146	60	0.78333	-14.21	0.000124	0.000692
1049	ENSMUST00000184554.7	chr12_71754723_71755022_+@RAB21_ENSMUST00000020343.8:Rab21	171	199	710	739	30	0.73333	40	141	89	680	90	0.70391	-14.2	5.81e-06	8.4e-05
1050	ENSMUST00000184554.7	chr1_29236372_29236671_+@PTPRU_ENSMUST00000030741.8:Ptpru	93	101	839	847	9	1	36	84	27	830	27	0.75926	-14.2	0.00131	0.00385
1051	ENSMUST00000184554.7	chr15_29822309_29822608_-@TJP1_ENSMUST00000032729.7:Tjp1	132	143	494	505	12	0.75	37	120	36	482	36	0.80556	-14.2	4.45e-06	6.65e-05
1052	ENSMUST00000184554.7	chr17_63476911_63477210_+@ACE_ENSMUST00000001963.13:Ace	116	140	462	486	25	0.76	43	91	75	437	75	0.72667	-14.2	0.000669	0.00236
1053	ENSMUST00000184554.7	chr5_1112051_1112212_-@SLC12A7_ENSMUST00000220535.1:Slc12a7	135	191	214	270	57	0.59649	58	135	57	214	57	0.76316	-14.193	0.000221	0.00107
1054	ENSMUST00000184554.7	chr12_6607394_6607558_-@CHD4_ENSMUST00000112390.7:Chd4	27	41	664	678	15	0.86667	36	12	45	649	45	0.77778	-14.19	0.000152	0.000809
1055	ENSMUST00000184554.7	chr3_170357565_170357864_+@SKIL_ENSMUST00000117728.7:Skil	145	157	248	260	13	0.84615	40	132	39	235	39	0.71795	-14.18	6.86e-05	0.000452
1056	ENSMUST00000184554.7	chr7_152759602_152759901_+@ACTR3B_ENSMUST00000198693.1:Actr3b	81	113	57	88	33	0.69697	42	48	99	24	98	0.79188	-14.18	0.00279	0.00677
1057	ENSMUST00000184554.7	chr3_170357332_170357491_+@SKIL_ENSMUST00000118470.7:Skil	145	157	315	327	13	0.84615	40	132	39	302	39	0.71795	-14.18	6.39e-05	0.000435
1058	ENSMUST00000184554.7	chr1_89994960_89995259_+@ZNF326_ENSMUST00000138615.7:Zfp326	27	44	553	570	18	0.72222	39	9	54	535	54	0.67593	-14.17	1.73e-05	0.000171
1059	ENSMUST00000184554.7	chr6_17600328_17600501_+@FAM8A1_ENSMUST00000099547.3:Fam8a1	177	196	500	519	20	0.75	42	157	60	480	60	0.75	-14.17	4.38e-08	2.82e-06
1060	ENSMUST00000184554.7	chr22_49827858_49828022_-@BRD1_ENSMUST00000088911.3:Brd1	100	130	233	263	31	0.74194	49	69	93	202	93	0.79032	-14.17	2.05e-12	2.63e-09
1061	ENSMUST00000184554.7	chr2_86105725_86106024_-@POLR1A_ENSMUST00000205842.1:Polr1a	22	72	266	319	54	0.53704	38	22	51	266	54	0.80952	-14.1696	0.00525	0.0113
1062	ENSMUST00000184554.7	chr1_94541609_94541908_-@F3_ENSMUST00000196746.1:F3	36	54	564	582	19	0.78947	44	17	57	545	57	0.76316	-14.16	0.000672	0.00236
1063	ENSMUST00000184554.7	chr17_42536111_42536410_+@NAGLU_ENSMUST00000001802.9:Naglu	95	104	94	103	10	1	40	85	30	84	30	0.8	-14.16	0.000976	0.00315
1064	ENSMUST00000184554.7	chr10_32958261_32958450_-@ITGB1_ENSMUST00000124826.1:Itgb1	124	140	328	344	17	0.82353	50	107	51	311	51	0.79412	-14.15	4.84e-05	0.000358
1065	ENSMUST00000184554.7	chr8_38468622_38468724_-@FGFR1_ENSMUST00000117179.8:Fgfr1	21	42	808	829	22	0.81818	44	1	64	786	66	0.81538	-14.15	1.4e-05	0.000152
1066	ENSMUST00000184554.7	chr4_16226321_16226620_-@TAPT1_ENSMUST00000199374.4:Tapt1	56	105	645	693	50	0.66	56	6	150	595	149	0.80936	-14.15	2.74e-08	2.08e-06
1067	ENSMUST00000184554.7	chr1_28232879_28233178_-@DNAJC8_ENSMUST00000150207.7:Dnajc8	132	146	53	67	15	0.8	49	117	45	38	45	0.83333	-14.15	0.00147	0.00418
1068	ENSMUST00000184554.7	chr1_33256429_33256694_+@ZNF362_ENSMUST00000106072.8:Zfp362	104	114	447	457	11	0.90909	37	93	33	436	33	0.75758	-14.14	8.95e-06	0.000115
1069	ENSMUST00000184554.7	chr16_30526416_30526670_-@ZNF768_ENSMUST00000060783.6:Zfp768	1	25	884	908	25	0.72	42	1	50	859	75	0.776	-14.14	0.00117	0.00354
1070	ENSMUST00000184554.7	chr16_30527141_30527440_-@ZNF768_ENSMUST00000205266.1:Zfp768	1	25	718	742	25	0.72	42	1	50	693	75	0.776	-14.14	5.5e-05	0.000386
1071	ENSMUST00000184554.7	chr6_154733545_154733821_+@SCAF8_ENSMUST00000232048.1:Scaf8	176	196	95	115	21	0.7619	44	155	63	74	63	0.72222	-14.14	0.000439	0.00172
1072	ENSMUST00000184554.7	chr22_31489700_31489893_-@EIF4ENIF1_ENSMUST00000125637.7:Eif4enif1	92	106	82	97	16	0.875	37	76	47	66	48	0.81053	-14.14	8.05e-05	0.000493
1073	ENSMUST00000184554.7	chr1_150974824_150974919_-@CERS2_ENSMUST00000133748.1:Cers2	129	142	487	500	14	0.78571	38	115	42	473	42	0.7619	-14.13	1.68e-05	0.000168
1074	ENSMUST00000184554.7	chr2_64524198_64524497_+@AFTPH_ENSMUST00000177543.7:Aftph	29	39	690	700	11	0.81818	36	18	33	679	33	0.83333	-14.13	0.00697	0.014
1075	ENSMUST00000184554.7	chr6_34791871_34792058_+@UHRF1BP1_ENSMUST00000233809.1:Uhrf1bp1	21	30	240	249	10	1	38	11	30	230	30	0.8	-14.13	0.000122	0.000692
1076	ENSMUST00000184554.7	chr16_54930715_54930930_+@IRX5_ENSMUST00000034184.11:Irx5	185	196	804	815	12	0.91667	43	173	36	792	36	0.69444	-14.13	0.000206	0.00103
1077	ENSMUST00000184554.7	chr9_93451551_93451730_-@FAM120AOS_ENSMUST00000060805.6:Fam120a	41	66	545	570	26	0.69231	45	15	78	519	78	0.76282	-14.12	4.8e-07	1.47e-05
1078	ENSMUST00000184554.7	chr14_55580092_55580391_+@KTN1_ENSMUST00000189986.6:Ktn1	100	138	162	200	39	0.69231	53	61	117	123	117	0.78205	-14.12	0.000178	0.000903
1079	ENSMUST00000184554.7	chr8_143990079_143990122_+@GRINA_ENSMUST00000229380.1:Grina	38	73	20	56	37	0.67568	40	1	110	1	93	0.79803	-14.12	0.00242	0.00605
1080	ENSMUST00000184554.7	chr19_10701304_10701603_+@QTRT1_ENSMUST00000216277.1:Qtrt1	26	39	418	431	14	0.85714	41	12	42	404	42	0.77381	-14.11	0.00614	0.0126
1081	ENSMUST00000184554.7	chr19_46860301_46860600_+@ARHGAP35_ENSMUST00000075845.10:Arhgap35	13	24	632	643	12	0.83333	40	1	36	620	36	0.81944	-14.11	1.55e-05	0.000161
1082	ENSMUST00000184554.7	chr19_41219086_41219307_+@AXL_ENSMUST00000002677.10:Axl	93	109	564	580	17	0.82353	38	76	51	547	51	0.85294	-14.11	0.00491	0.0107
1083	ENSMUST00000184554.7	chr21_15064838_15065137_-@NRIP1_ENSMUST00000141182.1:Nrip1	191	208	661	678	18	0.72222	43	173	54	643	54	0.69444	-14.1	2.55e-07	9.78e-06
1084	ENSMUST00000184554.7	chr11_809474_809773_+@RPLP2_ENSMUST00000084434.10:Rplp2	108	134	275	301	27	0.66667	42	81	81	248	81	0.7716	-14.1	0.000163	0.000851
1085	ENSMUST00000184554.7	chr13_19782795_19783094_-@PSPC1_ENSMUST00000022507.12:Pspc1	168	194	735	761	27	0.77778	54	141	81	708	81	0.7284	-14.1	9.27e-06	0.000116
1086	ENSMUST00000184554.7	chr11_118436347_118436646_+@KMT2A_ENSMUST00000114689.7:Kmt2a	188	208	641	661	21	0.80952	45	167	63	620	63	0.6746	-14.1	4.61e-05	0.000348
1087	ENSMUST00000184554.7	chr17_75182809_75183108_-@SUMO2_ENSMUST00000140844.1:Sumo2	184	198	510	524	15	0.86667	47	169	45	495	45	0.72222	-14.09	1.93e-06	4.2e-05
1088	ENSMUST00000184554.7	chr12_56128117_56128416_+@ESYT1_ENSMUST00000217948.1:Esyt1	82	94	785	797	13	0.92308	43	69	39	772	39	0.75641	-14.09	0.00836	0.0159
1089	ENSMUST00000184554.7	chr12_10723202_10723472_-@YBX3_ENSMUST00000032309.12:Ybx3	168	178	890	900	11	1	38	157	33	879	33	0.75758	-14.08	0.000142	0.000774
1090	ENSMUST00000184554.7	chr2_130355906_130356205_+@PTPN18_ENSMUST00000188884.2:Ptpn18	126	136	286	296	11	0.90909	37	115	33	275	33	0.75758	-14.07	0.000314	0.00135
1091	ENSMUST00000184554.7	chr6_31902190_31902449_-@ZBTB12_ENSMUST00000052778.9:Zbtb12	94	107	830	843	14	0.78571	38	80	42	816	42	0.75	-14.07	0.000236	0.00112
1092	ENSMUST00000184554.7	chr6_169723848_169724147_-@PHF10_ENSMUST00000024657.11:Phf10	98	106	907	915	9	1	36	89	27	898	27	0.83333	-14.07	8.1e-07	2.21e-05
1093	ENSMUST00000184554.7	chr17_50150985_50151284_-@PPP1R9B_ENSMUST00000038696.11:Ppp1r9b	182	192	791	801	11	0.90909	39	171	33	780	33	0.80303	-14.07	0.000327	0.00138
1094	ENSMUST00000184554.7	chr6_31902190_31902449_-@ZBTB12_ENSMUST00000052778.9:Zbtb12	121	133	60	72	13	0.92308	40	108	39	47	39	0.88462	-14.06	0.000236	0.00112
1095	ENSMUST00000184554.7	chr16_30527141_30527440_-@ZNF768_ENSMUST00000205266.1:Zfp768	130	145	888	903	16	0.75	43	114	48	872	48	0.8125	-14.06	5.5e-05	0.000386
1096	ENSMUST00000184554.7	chr2_24491134_24491422_+@NCOA1_ENSMUST00000085814.4:Ncoa1	129	144	713	728	16	0.875	44	113	48	697	48	0.86458	-14.06	7.5e-09	9.64e-07
1097	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	169	191	827	850	24	0.75	37	145	71	803	72	0.6993	-14.06	4.39e-09	7.38e-07
1098	ENSMUST00000184554.7	chr2_180980483_180980740_+@UBE2E3_ENSMUST00000153614.7:Ube2e3	31	42	597	608	12	0.83333	40	19	36	585	36	0.79167	-14.05	0.000503	0.0019
1099	ENSMUST00000184554.7	chr3_33440228_33440482_-@UBP1_ENSMUST00000214095.1:Ubp1	23	39	52	68	17	0.70588	37	6	51	35	51	0.79412	-14.05	7.31e-06	9.89e-05
1100	ENSMUST00000184554.7	chr3_184155252_184155467_+@DVL3_ENSMUST00000171572.8:Dvl3	55	68	124	137	14	0.92857	49	41	42	110	42	0.78571	-14.05	2.29e-05	0.000212
1101	ENSMUST00000184554.7	chr12_2877073_2877372_+@TULP3_ENSMUST00000123988.7:Foxm1	171	206	788	823	36	0.63889	45	135	108	752	108	0.70833	-14.04	1.06e-05	0.000126
1102	ENSMUST00000184554.7	chr6_17600328_17600501_+@FAM8A1_ENSMUST00000099547.3:Fam8a1	119	142	179	203	25	0.8	45	94	74	154	75	0.8255	-14.04	4.38e-08	2.82e-06
1103	ENSMUST00000184554.7	chr1_224434644_224434943_-@WDR26_ENSMUST00000162819.8:Wdr26	21	56	607	642	36	0.66667	43	1	92	571	108	0.82	-14.04	1.25e-06	3.07e-05
1104	ENSMUST00000184554.7	chr10_102120388_102120634_-@LDB1_ENSMUST00000156585.8:Ldb1	108	133	424	449	26	0.61538	46	82	78	398	78	0.65385	-14.04	3.49e-05	0.000288
1105	ENSMUST00000184554.7	chr20_58692650_58692837_+@NPEPL1_ENSMUST00000044415.15:Npepl1	189	206	685	702	18	0.77778	40	171	54	667	54	0.57407	-14.03	1.26e-06	3.07e-05
1106	ENSMUST00000184554.7	chr3_33440228_33440482_-@UBP1_ENSMUST00000214095.1:Ubp1	173	193	50	70	21	0.7619	44	152	63	29	63	0.73016	-14.03	7.31e-06	9.89e-05
1107	ENSMUST00000184554.7	chr6_163414629_163414718_+@QKI_ENSMUST00000233828.1:Qk	132	144	199	211	13	0.92308	40	119	39	186	39	0.87179	-14.03	1.12e-09	4.79e-07
1108	ENSMUST00000184554.7	chr1_51236163_51236321_+@RNF11_ENSMUST00000030284.9:Rnf11	6	47	610	649	42	0.71429	44	1	89	568	124	0.76056	-14.03	0.000123	0.000692
1109	ENSMUST00000184554.7	chr8_42896828_42897127_+@HOOK3_ENSMUST00000037182.13:Hook3	108	133	912	937	26	0.65385	42	82	78	886	78	0.76923	-14.03	0.00158	0.0044
1110	ENSMUST00000184554.7	chr12_22625185_22625346_+@ETNK1_ENSMUST00000203341.1:Etnk1	186	197	439	450	12	0.91667	36	174	36	427	36	0.73611	-14.03	1.28e-08	1.37e-06
1111	ENSMUST00000184554.7	chr8_58659768_58659963_-@NSMAF_ENSMUST00000124344.1:Nsmaf	23	43	767	787	21	0.80952	42	2	63	746	63	0.85714	-14.02	2.23e-05	0.000208
1112	ENSMUST00000184554.7	chr16_590182_590400_+@RAB40C_ENSMUST00000164982.7:Rab40c	96	110	6	20	15	0.66667	38	81	45	1	35	0.7125	-14.02	0.00361	0.00835
1113	ENSMUST00000184554.7	chr12_25250779_25251078_-@KRAS_ENSMUST00000156486.1:Kras	132	144	704	716	13	0.92308	49	119	39	691	39	0.84615	-14.01	3.06e-05	0.000262
1114	ENSMUST00000184554.7	chr16_81444898_81445106_+@CMIP_ENSMUST00000166750.8:Cmip	188	197	418	427	10	1	40	178	30	408	30	0.8	-14.01	0.00126	0.00375
1115	ENSMUST00000184554.7	chr6_33298795_33299075_-@RGL2_ENSMUST00000173153.7:Rgl2	128	145	574	591	18	0.77778	42	110	54	556	54	0.75	-14	0.000711	0.00247
1116	ENSMUST00000184554.7	chr19_39342281_39342580_+@SAMD4B_ENSMUST00000208199.1:Samd4b	34	50	668	683	17	0.88235	43	17	51	651	50	0.80198	-14	2.65e-09	5.68e-07
1117	ENSMUST00000184554.7	chr19_6279805_6279988_-@MLLT1_ENSMUST00000025053.9:Mllt1	325	340	148	163	16	0.875	42	309	48	132	48	0.41667	-14	1.6e-06	3.73e-05
1118	ENSMUST00000184554.7	chr20_50190700_50190964_+@CEBPB_ENSMUST00000070642.3:Cebpb	70	105	311	346	36	0.63889	49	34	108	275	108	0.80093	-13.99	3.89e-07	1.29e-05
1119	ENSMUST00000184554.7	chr8_21919517_21919707_+@XPO7_ENSMUST00000167242.7:Xpo7	96	110	339	353	15	0.86667	52	81	45	324	45	0.76667	-13.99	0.00107	0.00334
1120	ENSMUST00000184554.7	chr1_179025861_179026043_+@FAM20B_ENSMUST00000122424.7:Fam20b	30	49	945	966	22	0.86364	44	8	64	923	66	0.83077	-13.99	3.11e-06	5.4e-05
1121	ENSMUST00000184554.7	chr12_121803879_121804178_+@SETD1B_ENSMUST00000100731.8:Setd1b	180	192	56	68	13	0.84615	37	167	39	43	39	0.76923	-13.98	4.01e-05	0.000318
1122	ENSMUST00000184554.7	chr19_2051093_2051392_-@MKNK2_ENSMUST00000200082.4:Mknk2	177	196	925	944	20	0.8	38	157	60	905	60	0.78333	-13.98	2.52e-05	0.00023
1123	ENSMUST00000184554.7	chr19_4066712_4066960_-@ZBTB7A_ENSMUST00000121840.7:Zbtb7a	3	42	386	424	40	0.675	42	1	82	346	119	0.801	-13.98	9.61e-06	0.000118
1124	ENSMUST00000184554.7	chr8_21919517_21919707_+@XPO7_ENSMUST00000167242.7:Xpo7	177	196	970	989	20	0.8	50	157	60	950	51	0.75676	-13.98	0.00107	0.00334
1125	ENSMUST00000184554.7	chr18_79400149_79400448_+@NFATC1_ENSMUST00000236310.1:Nfatc1	485	496	228	239	12	1	38	473	36	216	36	0.5	-13.98	0.000313	0.00134
1126	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	121	138	836	853	18	0.77778	44	103	54	818	54	0.77778	-13.98	4.39e-09	7.38e-07
1127	ENSMUST00000184554.7	chr10_28532981_28533242_+@WAC_ENSMUST00000165572.7:Wac	96	105	455	464	10	0.9	37	86	30	445	30	0.7	-13.97	0.00146	0.00417
1128	ENSMUST00000184554.7	chr10_96586862_96587161_-@TM9SF3_ENSMUST00000237871.1:Tm9sf3	95	104	753	762	10	1	40	85	30	743	30	0.86667	-13.97	0.000405	0.00161
1129	ENSMUST00000184554.7	chr6_3068358_3068657_+@RIPK1_ENSMUST00000163418.1:Ripk1	95	103	383	391	9	1	36	86	27	374	27	0.7963	-13.97	3.04e-05	0.000262
1130	ENSMUST00000184554.7	chr22_49853699_49853876_+@ZBED4_ENSMUST00000041297.14:Zbed4	143	163	425	445	21	0.90476	56	122	63	404	63	0.77778	-13.97	5.11e-05	0.000371
1131	ENSMUST00000184554.7	chr10_28533428_28533608_+@WAC_ENSMUST00000168446.7:Wac	96	105	166	175	10	0.9	37	86	30	156	30	0.7	-13.97	0.00146	0.00417
1132	ENSMUST00000184554.7	chr3_133573825_133573977_+@CDV3_ENSMUST00000072249.12:Cdv3	96	108	718	730	13	0.92308	40	83	39	705	39	0.84615	-13.97	2.3e-06	4.57e-05
1133	ENSMUST00000184554.7	chr16_29806225_29806408_+@MVP_ENSMUST00000205461.1:Maz	133	142	462	471	10	1	38	123	30	452	30	0.86667	-13.96	3.24e-05	0.000273
1134	ENSMUST00000184554.7	chr16_29806512_29806678_+@MAZ_ENSMUST00000032916.5:Maz	133	142	582	591	10	1	38	123	30	572	30	0.86667	-13.96	0.00017	0.000872
1135	ENSMUST00000184554.7	chr12_2877073_2877372_+@TULP3_ENSMUST00000123988.7:Foxm1	97	109	876	888	13	1	50	84	39	863	39	0.83333	-13.96	1.06e-05	0.000126
1136	ENSMUST00000184554.7	chr12_68610749_68611048_+@RAP1B_ENSMUST00000064667.8:Rap1b	177	195	877	895	19	0.73684	52	158	57	858	57	0.76316	-13.96	2.62e-06	4.91e-05
1137	ENSMUST00000184554.7	chr12_64404246_64404371_+@XPOT_ENSMUST00000218004.1:Xpot	3	28	953	978	26	0.65385	38	1	54	927	74	0.78906	-13.96	0.001	0.00319
1138	ENSMUST00000184554.7	chr9_88388182_88388388_+@SPIN1_ENSMUST00000095797.5:Spin1	127	146	310	329	20	0.65	36	107	60	290	60	0.8	-13.96	4.09e-07	1.32e-05
1139	ENSMUST00000184554.7	chr21_39313482_39313781_-@BRWD1_ENSMUST00000099502.8:Brwd1	17	28	156	167	12	1	46	5	36	144	36	0.83333	-13.96	2.09e-05	0.000199
1140	ENSMUST00000184554.7	chr11_65919389_65919462_+@DRAP1_ENSMUST00000148219.8:Drap1	32	46	341	355	15	0.86667	52	17	45	326	45	0.74444	-13.96	0.00268	0.00656
1141	ENSMUST00000184554.7	chr3_43690788_43691087_+@ABHD5_ENSMUST00000216775.1:Abhd5	267	279	334	346	13	0.69231	38	254	39	321	39	0.60256	-13.95	0.000158	0.000838
1142	ENSMUST00000184554.7	chr6_31620706_31620730_+@PRRC2A_ENSMUST00000172929.1:Prrc2a	31	44	938	951	14	0.85714	41	17	42	924	42	0.83333	-13.95	6.89e-05	0.000452
1143	ENSMUST00000184554.7	chr6_31620545_31620705_+@PRRC2A_ENSMUST00000025253.11:Prrc2a	31	44	876	889	14	0.85714	41	17	42	862	42	0.83333	-13.95	5.93e-05	0.00041
1144	ENSMUST00000184554.7	chr16_352528_352827_-@AXIN1_ENSMUST00000118904.8:Axin1	186	201	350	365	16	0.9375	57	170	48	334	48	0.71875	-13.95	0.00146	0.00417
1145	ENSMUST00000184554.7	chr20_58692650_58692837_+@NPEPL1_ENSMUST00000044415.15:Npepl1	176	194	131	149	19	0.78947	60	157	57	112	57	0.70175	-13.94	1.26e-06	3.07e-05
1146	ENSMUST00000184554.7	chr6_43021476_43021775_+@RRP36_ENSMUST00000024766.6:Rrp36	96	125	872	901	30	0.63333	36	66	90	842	90	0.76111	-13.94	0.00139	0.00402
1147	ENSMUST00000184554.7	chr6_85643717_85643971_-@SYNCRIP_ENSMUST00000172508.1:Syncrip	30	39	1	10	10	0.9	37	20	30	1	20	0.92	-13.94	1.92e-06	4.2e-05
1148	ENSMUST00000184554.7	chr20_3173378_3173677_-@LZTS3_ENSMUST00000045761.6:Lzts3	1	30	711	740	30	0.76667	46	1	60	681	90	0.76667	-13.93	0.0029	0.00698
1149	ENSMUST00000184554.7	chr12_107760987_107761286_-@PRDM4_ENSMUST00000037646.8:Prdm4	132	158	604	630	27	0.7037	38	105	81	577	81	0.75926	-13.93	0.000217	0.00105
1150	ENSMUST00000184554.7	chr10_67884506_67884684_+@SIRT1_ENSMUST00000020257.12:Sirt1	65	119	839	893	55	0.61818	60	65	55	839	55	0.81818	-13.926	1.31e-10	8.4e-08
1151	ENSMUST00000184554.7	chr3_71725252_71725551_-@EIF4E3_ENSMUST00000032151.2:Eif4e3	180	191	612	623	12	0.83333	40	168	36	600	36	0.69444	-13.92	0.00264	0.00649
1152	ENSMUST00000184554.7	chr8_42896828_42897127_+@HOOK3_ENSMUST00000037182.13:Hook3	36	48	543	555	13	0.92308	47	23	39	530	39	0.79487	-13.92	0.00158	0.0044
1153	ENSMUST00000184554.7	chr2_84970665_84970964_+@KCMF1_ENSMUST00000068697.10:Kcmf1	166	176	479	489	11	1	36	155	33	468	33	0.75758	-13.91	2.24e-08	1.8e-06
1154	ENSMUST00000184554.7	chr12_64404479_64404713_+@XPOT_ENSMUST00000039810.7:Xpot	3	28	969	994	26	0.65385	38	1	54	943	58	0.80357	-13.91	0.000889	0.00295
1155	ENSMUST00000184554.7	chr7_65873329_65873515_+@VKORC1L1_ENSMUST00000202298.3:Vkorc1l1	34	68	152	184	35	0.62857	38	1	103	117	103	0.79126	-13.91	0.00474	0.0104
